Country,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Christmas Island,162,-0.014083333,-0.125583333,-0.12625,-0.12425,-0.042333333,-0.194833333,0.004416667,-0.051416667,-0.188416667,0.206916667,0.001416667,-0.238,0.1495,0.372416667,-0.055166667,-0.087,-0.123416667,0.12275,-0.023416667,0.182833333,0.131833333,0.140916667,0.095416667,0.423083333,-0.024916667,0.106083333,-0.224916667,0.415416667,0.4165,0.289083333,0.449333333,0.272,0.30175,0.36925,0.236583333,0.471,0.599,0.30325,0.897,0.338333333,0.37525,0.348583333,0.73375,0.69325,0.589416667,0.679583333,0.526916667,0.555333333,0.280083333,0.544833333,0.83975,0.365,0.670166667,1.01075
Colombia,170,-0.033166667,0.07,0.020833333,0.07025,-0.000833333,0.073166667,0.226083333,-0.13575,-0.165166667,0.201083333,-0.04875,-0.422583333,0.059583333,0.19875,-0.323166667,-0.374416667,-0.206333333,0.314833333,0.14225,0.225333333,0.45275,0.1645,0.211083333,0.65475,-0.096333333,0.032666667,0.033083333,0.6525,0.233416667,-0.116416667,0.239166667,0.361833333,0.553583333,0.226416667,0.182416667,0.512833333,0.169916667,0.6,0.899166667,-0.109333333,0.050166667,0.431916667,0.59075,0.675333333,0.573916667,0.690833333,0.496583333,0.514,0.173916667,0.638333333,0.707666667,0.266916667,0.401333333,0.5995
Comoros,174,-0.11225,0.432,0.0555,-0.313916667,-0.310916667,-0.389333333,0.125916667,0.11275,-0.3655,0.3535,0.13,-0.400833333,0.026833333,0.088083333,-0.3205,-0.119333333,-0.08525,0.427166667,0.105666667,0.142,0.147916667,0.164166667,0.4715,0.394416667,-0.203583333,-0.02325,0.2315,0.58425,0.549083333,-0.00225,0.37325,0.416833333,0.437833333,0.398166667,0.6725,0.605083333,0.173333333,0.525166667,0.86725,0.508083333,0.2155,0.63425,0.87775,0.8205,0.611916667,0.902166667,0.685833333,0.824583333,0.40825,0.81325,1.006833333,0.674,0.60325,0.762875
Congo (Democratic Republic Of The),180,0.76025,0.535333333,0.73925,0.8615,0.621416667,0.622166667,0.86825,0.60775,0.596166667,0.8665,0.911083333,0.496333333,0.729333333,1.08325,0.537333333,0.56325,0.429666667,0.93125,0.779,1.061083333,0.9265,0.77025,0.603333333,1.051916667,0.88375,0.684,0.7505,1.30025,1.087666667,0.7755,0.9365,0.9915,0.719833333,0.849833333,1.012916667,1.266916667,0.838,1.2305,1.7105,0.9825,0.956,0.902916667,1.217666667,1.22675,1.298166667,1.438916667,1.452666667,1.39975,1.462416667,1.51925,1.729416667,0.945083333,1.0435,1.309375
Congo,178,-0.792666667,-0.7685,-0.829833333,-0.804166667,-0.888083333,-0.869,-0.684,-0.91925,-0.935166667,-0.555083333,-0.595416667,-0.990416667,-0.608416667,-0.391083333,-0.900416667,-0.879,-0.883833333,-0.474833333,-0.553416667,-0.389916667,-0.355916667,-0.492166667,-0.628833333,-0.189833333,-0.563416667,-0.702166667,-0.578666667,0.02325,-0.237583333,-0.644833333,-0.353,-0.49675,-0.427416667,-0.473833333,-0.33475,-0.090083333,-0.36225,-0.024333333,0.177333333,-0.54725,-0.353833333,-0.30375,0.00275,0.007333333,-0.01225,0.422083333,-0.033083333,-0.174916667,-0.218666667,-0.018333333,0.198916667,-0.396833333,-0.353666667,0.000375
Costa Rica,188,0.096416667,0.009333333,-0.162666667,-0.0165,-0.122916667,0.069583333,0.13125,-0.359,-0.327916667,0.151,-0.246,-0.368666667,0.251583333,0.151333333,-0.306333333,-0.319416667,-0.02075,0.315,0.09925,0.0735,0.0895,-0.0225,0.307916667,0.709333333,-0.188166667,-0.0515,0.225666667,0.954666667,0.152583333,-0.02225,0.49025,0.489916667,0.56175,0.519333333,0.625833333,0.492833333,0.1625,1.00625,1.174083333,0.064416667,0.272166667,0.314333333,0.50675,0.7775,0.7285,0.60425,0.714916667,0.582916667,0.256083333,0.722916667,0.42675,0.313416667,0.482,0.657555556
Croatia,191,0.393,0.741666667,-0.611916667,-0.39975,-0.377583333,-0.526916667,0.502166667,0.287916667,0.127333333,-0.354916667,-0.139333333,-0.056666667,0.044166667,-0.201666667,0.295166667,0.498583333,-0.408416667,0.476416667,-0.683333333,0.327666667,-0.76475,0.0585,0.471916667,0.484833333,-0.256,-0.298166667,-0.046,-0.051333333,0.539916667,0.646083333,0.984416667,-0.11675,1.099083333,0.481583333,1.66,0.43175,-0.32425,0.377416667,0.650916667,0.8665,1.776416667,0.961,1.448916667,1.117,0.469416667,-0.07375,0.791666667,1.6165,1.527083333,1.425083333,0.510833333,1.305166667,1.5235,2.139
Cuba,192,-0.046166667,0.127833333,-0.145333333,-0.085416667,0.223166667,-0.0175,-0.314916667,-0.001416667,-0.342416667,0.077833333,-0.167833333,-0.100333333,0.191333333,0.10425,-0.03025,0.31075,-0.077416667,0.076916667,0.046833333,0.09825,0.268166667,-0.0935,0.50175,0.286333333,0.052583333,0.091833333,0.292583333,0.34475,0.24475,0.323416667,0.553416667,0.585833333,0.279583333,0.294416667,0.684666667,0.5475,0.221333333,1.05825,0.827083333,0.2175,0.205,0.276416667,0.733,0.781583333,0.688916667,0.564083333,0.5745,0.69975,0.47475,0.442333333,0.047333333,0.573,0.479,0.670444444
Curacao,531,0.13375,-0.1235,0.067916667,0.1185,-0.088916667,-0.18225,0.050416667,-0.281833333,-0.077083333,0.4475,0.163916667,-0.357083333,0.087916667,0.105333333,-0.497333333,-0.266916667,-0.428083333,0.251083333,0.211416667,0.2765,0.391833333,0.332083333,0.04375,0.443666667,-0.004916667,-0.30825,-0.155916667,0.73475,0.143583333,-0.084333333,0.051916667,0.06175,0.268333333,0.359583333,0.280333333,0.581833333,0.313666667,0.438166667,0.762666667,0.043166667,-0.075916667,0.370416667,0.602916667,0.626083333,0.250666667,0.569583333,0.625333333,0.644666667,0.2785,0.6125,0.8335,0.33975,0.413,0.4805
Cyprus,196,0.845833333,0.00475,0.802666667,0.4785,-0.476916667,-0.167,0.563166667,-0.7155,0.103083333,0.123166667,0.207916667,-0.183333333,-0.495666667,-0.100083333,-0.249666667,-0.254166667,-0.513916667,-0.0335,0.14775,0.46575,-0.239916667,0.141916667,-0.523583333,-0.665666667,-0.146666667,0.10775,0.194416667,-0.207083333,-0.0105,-0.01,0.104416667,-0.00725,-1.04075,-0.141,0.712,-0.011,0.385583333,-0.21375,0.874083333,0.98375,0.352,0.92175,0.639166667,0.645083333,0.50575,0.497083333,0.450166667,0.855333333,1.05475,1.067333333,1.862,0.591916667,0.922,1.259875
Czech Republic,203,0.192916667,0.77775,-0.796,-0.814,-0.245416667,-0.772916667,0.632083333,0.788833333,0.143666667,-0.393583333,-0.441583333,0.166833333,-0.050083333,0.06725,0.784416667,0.831666667,0.152416667,0.520666667,-0.412083333,-0.009333333,-0.853833333,0.218666667,0.673583333,1.00375,-0.141583333,-0.711333333,-0.077416667,-0.602083333,0.76325,1.224,1.202666667,0.012,1.343833333,0.382,1.692416667,0.65175,-0.909916667,0.379333333,0.936,1.13725,1.899,0.618833333,1.443666667,1.111333333,0.685916667,0.567916667,1.105333333,1.841333333,1.65475,1.205666667,-0.00775,1.412166667,1.167583333,1.521
Denmark,208,0.898916667,-0.580666667,0.920583333,0.621333333,-0.19225,0.820583333,-0.461833333,-0.182916667,-0.425833333,-0.017416667,-0.3645,-1.29225,-0.424916667,-0.864,0.188833333,-1.09575,0.35025,0.230833333,-0.068166667,-0.221666667,0.84075,0.032416667,-0.588083333,-2.00775,-0.919166667,0.773583333,0.233416667,-0.351666667,0.525,-0.934583333,-0.020333333,0.022083333,-1.150416667,-0.866166667,-0.235416667,0.152166667,1.044333333,0.394666667,1.229083333,0.150916667,1.0255,0.78225,1.558916667,2.102916667,1.079416667,2.207,1.275666667,1.316916667,1.006666667,1.066833333,2.76425,1.208583333,1.589083333,2.92275
Djibouti,262,-0.078833333,0.0895,-0.061666667,0.317583333,-0.136166667,-0.357666667,0.0395,-0.224583333,-0.236416667,0.368333333,0.20925,-0.170666667,0.309083333,0.334583333,-0.312666667,-0.082166667,-0.064,0.239416667,0.28325,0.255833333,0.729416667,0.099166667,0.267083333,0.396583333,-0.089333333,-0.090333333,0.017916667,0.333666667,0.751833333,0.017,0.523,0.509416667,0.219,-0.039166667,0.282333333,0.47975,0.38525,0.489333333,1.0005,0.5915,1.08,0.696916667,0.751583333,0.977833333,0.760916667,1.028583333,0.997416667,1.006333333,0.55925,1.11675,1.057,1.064333333,1.143583333,1.96475
Dominica,212,0.253083333,-8.33333E-05,0.123416667,0.253916667,0.044166667,-0.13475,0.008583333,-0.255,-0.2165,0.305166667,0.073083333,-0.260666667,-0.023,0.140166667,-0.2625,-0.312916667,-0.39875,0.076083333,0.16575,0.092666667,0.403333333,0.336333333,0.086,0.34675,-0.099166667,-0.07525,0.008083333,0.59775,0.3115,0.028666667,0.279833333,0.194583333,0.269,0.297916667,0.2745,0.624333333,0.2825,0.607166667,0.918,0.46325,0.2215,0.552166667,0.585666667,0.73,0.479666667,0.96925,0.798583333,0.744416667,0.314666667,0.6005,1.136833333,0.637833333,0.762333333,0.572125
Dominican Republic,214,0.31375,-0.020583333,-0.029666667,0.058166667,0.038333333,-0.196416667,0.02725,0.003,-0.000666667,0.324916667,-0.091666667,-0.346,-0.121916667,0.135,-0.345,-0.1665,-0.2795,0.259083333,0.188,-0.00225,0.596166667,0.33225,0.19375,0.486166667,-0.011833333,-0.005,0.162083333,0.524916667,0.34525,0.130583333,0.401166667,0.283416667,0.171333333,0.1465,0.510583333,0.58775,0.10075,0.92725,0.906333333,0.402833333,0.110416667,0.570666667,0.81125,0.856333333,0.58875,0.751166667,0.815666667,0.856,0.42925,0.653083333,0.685583333,0.48075,0.570083333,0.520333333
Ecuador,218,-0.1565,-0.115583333,-0.091416667,0.036916667,-0.093833333,0.227666667,0.186416667,-0.173333333,-0.085833333,0.442083333,-0.01875,-0.406583333,0.505666667,0.102166667,-0.284083333,-0.408166667,0.00025,0.213,0.10675,0.311416667,0.356,0.187666667,0.49725,0.966666667,-0.093916667,-0.14175,0.0915,0.867083333,0.150916667,-0.103583333,0.45475,0.5495,0.6315,0.441583333,0.237083333,0.594166667,0.0525,1.102916667,1.141,-0.077833333,0.046,0.256083333,0.783666667,0.688333333,0.667916667,0.5495,0.623166667,0.37975,0.24425,0.697166667,0.659916667,0.356666667,0.465916667,0.284125
Egypt,818,0.681166667,-0.70625,0.556833333,0.712,-0.466916667,-0.17675,0.429833333,-0.659083333,-0.201166667,0.464416667,-0.231583333,-0.26,-0.08525,-0.199416667,-0.24975,-0.361916667,-0.079083333,-0.27225,0.013666667,0.620166667,0.125416667,-0.08825,-0.48625,-0.846416667,-0.05875,0.269666667,-0.038166667,-0.091083333,0.2965,-0.15,0.151416667,0.1485,-0.385083333,0.45225,0.295,0.229166667,0.486333333,-0.000333333,0.742416667,0.839333333,-0.058583333,0.676333333,0.77625,0.556416667,0.571083333,0.58025,0.565666667,0.644333333,0.967916667,0.795,2.211916667,0.391416667,0.830916667,1.56525
El Salvador,222,-0.123833333,-0.033916667,-0.360416667,-0.09425,-0.016166667,0.16675,-0.101083333,-0.252083333,-0.391833333,0.201083333,-0.104,-0.285833333,0.406833333,0.163,-0.27375,-0.16775,-0.24875,0.240166667,0.165083333,0.181333333,0.267666667,-0.096833333,0.25925,0.637083333,-0.216916667,-0.02275,-0.00675,0.576833333,0.31375,0.044333333,0.4065,0.48075,0.621916667,0.503083333,0.753166667,0.574083333,0.194416667,0.87575,0.971083333,0.119583333,0.247166667,0.332916667,0.550416667,0.564083333,0.582583333,0.462833333,0.5985,0.315166667,0.08825,0.627583333,0.298666667,0.389666667,0.400333333,0.750777778
Equatorial Guinea,226,0.104916667,-0.149,-0.024083333,0.233833333,-0.154333333,-0.100416667,0.2305,-0.008583333,-0.042583333,0.15125,0.156333333,-0.1685,-0.037333333,0.344,-0.196833333,-0.213166667,-0.38925,0.186833333,-0.018333333,0.33825,0.3265,-0.113,-0.184583333,0.153333333,0.164416667,-0.08225,-0.137583333,0.450916667,0.3695,0.09,0.245,0.195083333,-0.150833333,0.149333333,0.2465,0.574583333,0.198416667,0.28525,0.9635,0.283,0.180583333,0.16725,0.4865,0.587416667,0.554166667,0.583916667,0.745416667,0.733666667,0.72875,0.792833333,0.8625,0.505666667,0.496833333,0.5505
Eritrea,232,0.190583333,-0.275833333,0.0185,0.287416667,-0.507166667,-0.155416667,0.227416667,-0.448916667,-0.35975,0.201833333,0.0445,-0.443666667,0.154083333,0.342583333,-0.149416667,-0.243333333,-0.019333333,0.003833333,0.061833333,0.349833333,0.519833333,0.145416667,-0.18475,-0.04375,0.270833333,-0.126083333,-0.117916667,0.312166667,0.417583333,-0.1655,0.628083333,0.436833333,-0.391083333,0.11025,0.070583333,0.316666667,0.363916667,0.326,0.757833333,0.694083333,0.69725,0.590583333,0.819416667,0.90975,0.7575,0.87,0.672,0.665416667,0.774333333,1.272583333,1.234166667,0.76575,1.060083333,1.6835
Estonia,233,-0.029166667,1.640916667,-0.245416667,-0.72075,0.2375,-0.494916667,-0.875583333,0.493916667,-0.323083333,-1.131,-0.59025,0.455166667,1.026583333,0.5625,1.36725,1.971416667,-1.12925,-0.15925,-1.026416667,-0.1355,-0.437416667,0.243083333,0.504666667,1.203833333,0.8065,-1.37075,-0.052916667,-1.655916667,0.803583333,2.240583333,1.758583333,1.318083333,1.461833333,0.20625,0.31225,1.225833333,-0.3615,0.838333333,0.421416667,1.516833333,2.06875,1.033,1.271583333,0.722166667,1.000833333,1.061416667,1.591833333,1.890833333,2.327833333,1.121833333,0.103,1.925333333,0.546,2.02175
Ethiopia,231,-0.077583333,-0.124333333,-0.160416667,0.054333333,-0.172416667,-0.16925,-0.063666667,-0.302416667,-0.384833333,0.167416667,0.115583333,-0.267916667,0.231,0.42625,-0.22775,-0.172333333,-0.020083333,0.11725,0.09725,0.309416667,0.622,0.134583333,0.2355,0.473333333,0.172,-0.103416667,0.17325,0.606583333,0.499083333,-0.164,0.359583333,0.392416667,0.2195,-0.03125,0.188666667,0.3765,0.338583333,0.403833333,0.669416667,0.426833333,0.742583333,0.6415,0.80325,0.837166667,0.758666667,0.876916667,0.758083333,0.704,0.582583333,1.253583333,0.9075,1.054166667,0.956166667,1.6115
Falkland Islands (Islas Malvinas),238,0.33875,-0.334166667,0.480166667,-0.248083333,-0.279833333,0.126833333,-0.394333333,0.127666667,0.427916667,-0.125333333,0.1835,-0.258916667,-0.307416667,0.00375,0.100916667,0.00875,-0.33825,0.182833333,0.333833333,0.5935,0.000416667,0.210333333,0.513416667,0.661083333,-0.217916667,0.694583333,-0.01375,0.372916667,0.169666667,1.071416667,0.541666667,-0.1575,0.0995,0.84375,0.1255,-0.1615,0.585166667,0.044583333,1.391666667,0.729666667,0.141166667,0.3875,-0.21575,0.273666667,1.131416667,0.341916667,0.802083333,0.077916667,0.659,0.299916667,0.608083333,0.871166667,0.446916667,1.086
Faroe Islands,234,0.6685,0.46875,-0.368833333,-0.130333333,0.373916667,-0.414666667,-0.396083333,-0.090916667,-0.353666667,-0.493666667,-0.4195,0.286583333,0.703916667,-0.220916667,0.63825,0.070666667,0.372916667,-0.101,-0.219166667,-0.983833333,0.012416667,-0.684333333,0.232916667,-0.258,0.512583333,-0.417833333,-0.201583333,0.26775,0.059,0.29575,0.571833333,0.73575,0.474333333,-0.120166667,0.0205,-0.30475,0.159666667,0.761416667,0.217416667,0.272333333,0.36175,0.295083333,1.05975,1.38875,1.020333333,0.489166667,1.0485,0.72075,0.677166667,1.165916667,-0.00325,0.838583333,0.151416667,0.246625
Fiji,242,-0.030083333,0.155166667,-0.14125,-0.112833333,0.110166667,-0.6415,-0.4595,-0.250083333,-0.12775,-0.1715,0.076416667,0.22525,-0.047083333,0.479666667,0.350833333,0.467,0.223083333,-0.086166667,-0.19975,0.051083333,0.081583333,0.2285,0.059416667,0.070416667,0.347833333,0.272833333,-0.18525,-0.037333333,0.719916667,0.245333333,0.2005,0.148,0.096333333,-0.192833333,-0.05125,0.516,0.661083333,0.123416667,0.665333333,0.486666667,0.637166667,0.551416667,0.513333333,0.246666667,0.30775,0.443416667,0.4315,0.855333333,0.530166667,0.027416667,0.7185,0.522833333,0.27825,0.741375
Finland,246,0.365916667,1.618416667,-0.4085,-0.12125,0.501166667,-0.520166667,-1.666083333,0.602666667,-0.922583333,-0.87975,-0.236666667,-0.553666667,1.414583333,0.302333333,1.952666667,1.586083333,-0.997,-0.242416667,-1.294916667,-0.004416667,-0.528333333,-0.57,0.400916667,0.591416667,1.015833333,-1.8975,-0.232583333,-1.56625,0.4465,2.260333333,1.53325,0.91825,1.239583333,0.372916667,0.363916667,0.944083333,0.283083333,0.817583333,-0.18325,0.9125,2.180666667,0.68525,0.820166667,1.089833333,1.20475,1.82025,1.482166667,1.682333333,1.790916667,1.02925,-0.26625,2.131166667,0.49725,2.654125
France (Europe),250,0.167583333,0.979416667,-0.602666667,-1.00025,0.114916667,-0.446333333,0.3775,0.265916667,-0.080666667,-0.15,-0.024583333,0.026083333,-0.342916667,-0.050583333,0.230333333,0.117166667,0.48625,0.140583333,-0.315333333,-0.12925,-0.479166667,0.179416667,0.931416667,0.640833333,-0.003583333,-0.308916667,-0.048416667,-0.0555,0.754,1.2415,1.316083333,0.23975,0.621916667,0.262666667,1.49975,1.088333333,0.036166667,1.3265,0.77175,1.129166667,1.248083333,0.871583333,1.2775,1.586916667,0.776333333,0.739083333,1.38125,1.081833333,0.71075,1.1175,0.041583333,1.78275,0.84175,0.70575
French Guiana,254,-0.062833333,-0.035333333,0.09825,0.061916667,-0.008916667,-0.048666667,0.185416667,-0.222333333,-0.19575,0.445083333,0.066666667,-0.412333333,-0.124333333,0.002583333,-0.39225,-0.343416667,-0.194666667,0.010416667,0.070083333,0.315,0.324083333,0.16525,0.078416667,0.356916667,-0.29425,-0.2075,0.049833333,0.7,0.249166667,-0.076,0.259666667,0.242416667,0.317666667,0.20325,0.140083333,0.536583333,0.446083333,0.639833333,1.0105,0.35975,0.142666667,0.38875,0.52175,0.809333333,0.76475,1.228916667,0.647833333,0.5495,0.492333333,0.76125,1.048666667,0.621333333,0.686333333,0.558875
French Polynesia,258,-0.058583333,-0.160083333,-0.165416667,-0.043083333,-0.245166667,0.002416667,0.204,-0.219916667,-0.289666667,0.507333333,0.277333333,-0.40475,0.266333333,0.458166667,-0.30775,-0.157416667,-0.139666667,0.18125,-0.047666667,0.024083333,0.197,0.081916667,0.198083333,0.224083333,0.183916667,0.08,0.262583333,0.594083333,0.471416667,0.22025,0.639166667,0.470333333,0.35675,0.356416667,0.447166667,0.511916667,0.264583333,0.333083333,0.708166667,0.494333333,0.425833333,0.409333333,0.771916667,0.706416667,0.518916667,0.642916667,0.62475,0.602583333,0.274083333,0.822083333,0.731416667,0.186833333,0.709833333,0.697875
Gabon,266,0.170833333,-0.163583333,-0.002166667,0.23625,-0.09625,-0.077083333,0.235666667,-0.0705,-0.103083333,0.143583333,0.13875,-0.192666667,-0.095,0.335833333,-0.210333333,-0.18675,-0.450666667,0.1935,-0.012666667,0.33375,0.26375,-0.064583333,-0.23225,0.253083333,0.263666667,-0.056583333,-0.0635,0.487083333,0.413666667,0.148083333,0.210833333,0.206833333,-0.11975,0.1845,0.287083333,0.576916667,0.10475,0.370416667,1.034833333,0.376833333,0.212416667,0.153583333,0.473916667,0.552,0.49325,0.605416667,0.79775,0.703583333,0.767916667,0.774666667,0.861,0.370916667,0.471666667,0.4785
Gambia,270,-0.016833333,-0.004666667,0.167,0.265166667,0.017,-0.4165,0.126416667,-0.422166667,-0.267833333,0.749666667,0.54875,-0.231916667,0.111416667,0.41125,-0.419333333,-0.304333333,-0.33075,0.480083333,0.068166667,0.50925,0.5035,0.4895,-0.003166667,1.049333333,0.308166667,0.22275,0.154833333,0.80125,0.465583333,0.237416667,0.545666667,0.45525,0.444333333,0.650666667,0.314083333,0.600083333,0.70875,0.760166667,1.236083333,0.1675,0.47375,0.89975,0.957916667,0.638583333,0.7825,1.015,0.587333333,0.774916667,0.756083333,0.369,1.212916667,0.6925,0.711666667,1.134375
Georgia,268,0.24125,0.370166667,1.144166667,0.121416667,-0.838666667,-0.342833333,1.968083333,-0.691,0.162916667,-0.595083333,0.663583333,0.310916667,-0.529583333,-0.668166667,-0.269,0.216916667,-0.8005,-0.214583333,-0.110083333,1.045083333,0.263083333,0.92175,-0.540333333,0.093083333,-0.00175,-0.147833333,0.277166667,-0.350083333,-0.313666667,0.416583333,0.32425,0.337083333,-1.129083333,-1.122166667,0.198333333,0.907583333,0.597916667,0.030666667,1.33875,1.249166667,0.791166667,1.34175,0.686,0.284583333,0.698583333,0.8935,0.88375,1.005916667,0.788583333,1.032083333,2.582416667,0.00375,1.267333333,2.166625
Germany,276,0.234166667,0.844166667,-0.955083333,-1.0595,-0.043666667,-0.647,0.365666667,0.761666667,0.043583333,-0.367,-0.423916667,0.320166667,-0.225166667,0.122833333,0.690416667,0.813666667,0.3705,0.524833333,-0.34725,-0.378333333,-0.55275,0.0405,0.793333333,0.905666667,-0.157,-0.666666667,-0.194916667,-0.69075,0.915583333,1.399833333,1.4095,0.243083333,1.225833333,0.3535,1.567,0.7535,-0.905583333,0.768666667,0.89175,1.34075,1.740416667,0.810416667,1.357333333,1.21425,0.773416667,0.848416667,1.426,1.7175,1.362166667,1.079166667,-0.271,1.539583333,0.947166667,0.95525
Ghana,288,0.035416667,-0.106916667,-0.126416667,0.1245,-0.255916667,-0.183,0.119833333,-0.206583333,-0.05825,0.335416667,0.352916667,-0.180166667,0.066666667,0.582,-0.090833333,-0.21975,-0.409666667,0.229666667,0.024166667,0.354666667,0.289416667,0.228166667,0.011,0.527666667,0.387166667,0.148916667,0.101916667,0.99275,0.45425,0.211,0.45475,0.179416667,0.04325,0.298916667,0.176083333,0.42225,0.340833333,0.282916667,0.8735,0.329916667,0.455916667,0.48875,0.611083333,0.7435,0.625833333,0.811166667,0.791583333,0.837666667,0.577833333,0.767583333,1.145,0.80975,0.4895,0.9275
Greece,300,0.526083333,0.368333333,0.474416667,0.343083333,-0.33475,-0.363833333,0.677666667,-0.121166667,0.1345,0.05875,0.184916667,-0.316,-0.27625,-0.283583333,-0.293583333,-0.251416667,-0.7715,0.318,-0.36,0.1765,-0.423083333,-0.0335,-0.217583333,-0.369666667,-0.101083333,0.238,0.1565,-0.073166667,0.111833333,-0.101083333,0.519333333,-0.567166667,-0.194666667,0.060583333,1.064666667,0.12225,-0.13325,-0.21675,0.526083333,1.012166667,0.693333333,0.951583333,0.642333333,0.492583333,0.475666667,0.195333333,0.232666667,1.10325,1.074916667,0.976166667,1.39125,0.281333333,1.0595,2.1735
Greenland,304,0.91575,-0.610333333,0.952166667,0.65425,-0.194416667,0.849416667,-0.462416667,-0.2035,-0.438916667,-0.012083333,-0.358166667,-1.3305,-0.438,-0.893583333,0.174333333,-1.144916667,0.354666667,0.22975,-0.068083333,-0.205,0.864583333,0.038916667,-0.610666667,-2.066833333,-0.946,0.810166667,0.248333333,-0.33925,0.5165,-0.988,-0.057916667,0.008666667,-1.2045,-0.887166667,-0.261916667,0.1405,1.079666667,0.382166667,1.241,0.12575,1.012083333,0.783583333,1.559583333,2.12375,1.078833333,2.22875,1.265666667,1.305833333,0.990083333,1.063583333,2.833666667,1.205666667,1.60775,2.97025
Grenada,308,0.198916667,0.147083333,0.14675,0.210916667,-0.118333333,-0.0665,0.050916667,-0.250666667,-0.26375,0.413416667,0.079583333,-0.344333333,-0.054833333,0.043416667,-0.303666667,-0.346416667,-0.32875,0.085416667,0.24625,0.181166667,0.40075,0.4265,0.0655,0.33,-0.07,-0.267166667,-0.121083333,0.642,0.32125,-0.009333333,0.195666667,0.131666667,0.147083333,0.338416667,0.241,0.625333333,0.27625,0.442333333,0.936,0.453916667,0.180916667,0.497166667,0.521166667,0.7065,0.46475,0.898,0.733666667,0.581,0.353666667,0.61675,1.098916667,0.652083333,0.626416667,0.602875
Guadeloupe,312,0.286666667,0.043916667,0.09675,0.234416667,0.043,-0.213333333,-0.039833333,-0.302,-0.247416667,0.235,0.071416667,-0.269166667,-0.084416667,0.20225,-0.308166667,-0.32275,-0.402166667,0.15825,0.188,0.015416667,0.452333333,0.3925,0.0345,0.397083333,-0.074416667,-0.066166667,0.035583333,0.566416667,0.28875,0.025166667,0.272916667,0.215416667,0.240833333,0.282833333,0.266083333,0.69725,0.291916667,0.63725,0.9405,0.455,0.228333333,0.58525,0.672916667,0.82675,0.4815,0.949083333,0.800583333,0.822416667,0.301666667,0.604666667,1.095666667,0.6165,0.75825,0.59675
Guam,316,-0.054166667,-0.171833333,0.002333333,-0.243,-0.243,-0.167083333,-0.03775,-0.208,-0.327583333,-0.072083333,-0.037916667,-0.0965,-0.267083333,0.2225,0.180916667,0.056583333,-0.061583333,0.177166667,0.04725,0.165333333,0.272083333,0.490083333,0.02725,0.5305,0.748416667,0.437833333,0.290166667,0.362083333,0.564,0.397083333,0.243833333,0.196333333,0.085416667,0.21275,0.330083333,0.19725,0.353333333,0.381583333,0.629666667,0.556333333,0.451666667,0.565,0.3755,0.235333333,0.516416667,0.435666667,0.398833333,0.372083333,0.453916667,0.35725,0.220416667,0.218916667,0.361583333,0.628875
Guatemala,320,-0.034166667,0.049916667,-0.24775,-0.178666667,0.059916667,-0.005083333,-0.2405,-0.2405,-0.371833333,0.34725,-0.08375,-0.067166667,0.331666667,0.246333333,-0.274833333,0.02875,-0.407083333,0.119583333,0.11825,0.17525,0.288833333,-0.014333333,0.386666667,0.499,-0.10025,-0.066833333,0.007,0.291083333,0.25725,-0.079916667,0.2095,0.487583333,0.40075,0.386333333,0.631666667,0.570666667,0.060083333,0.686833333,0.9165,0.028416667,0.038833333,0.194416667,0.443583333,0.603833333,0.407916667,0.55825,0.41825,0.4285,0.092083333,0.549916667,0.297583333,0.430833333,0.458166667,0.901333333
Guernsey,831,0.283833333,0.67575,-0.6695,-1.2265,-0.113083333,-0.46225,0.446666667,0.115916667,-0.039833333,0.1475,0.021083333,0.18825,-0.31125,0.085833333,0.099,0.385166667,0.5345,0.044166667,-0.095,-0.44225,-0.204833333,0.15125,0.631416667,0.538666667,0.338916667,-0.331583333,-0.633166667,-0.342,0.57225,1.329416667,1.3065,-0.139416667,0.418916667,0.157666667,1.050666667,1.157083333,-0.013083333,1.068666667,0.816166667,1.31525,0.889,0.846416667,1.215083333,1.2055,0.920333333,1.020083333,1.15725,1.197666667,0.731583333,0.702583333,-0.069166667,1.46575,0.614333333,-0.226375
Guinea ,324,0.044666667,-0.1585,-0.143333333,0.184333333,-0.092166667,-0.216416667,0.0255,-0.299916667,-0.016166667,0.420583333,0.227583333,-0.150083333,0.153583333,0.44675,-0.12275,-0.251416667,-0.345666667,0.20975,0.072833333,0.3415,0.49225,0.272,-0.008333333,0.598583333,0.235416667,0.229083333,-0.0625,0.716583333,0.342333333,0.145,0.421166667,0.460666667,0.194083333,0.437833333,0.165416667,0.356083333,0.51075,0.395666667,0.929666667,0.251916667,0.379166667,0.6985,0.924833333,0.81975,0.814166667,0.91725,0.530583333,0.727333333,0.69775,0.735666667,1.00725,0.753,0.473166667,1.09675
