Country,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Guyana,328,-0.041666667,-0.019833333,0.07575,0.081,0.195666667,0.067833333,0.24675,-0.186583333,-0.292416667,0.508666667,0.061166667,-0.571333333,-0.107833333,-0.062166667,-0.359083333,-0.323833333,-0.195916667,0.0935,0.106166667,0.2025,0.25575,0.0045,0.153083333,0.45375,-0.31275,-0.226333333,0.091833333,0.712833333,0.20925,-0.086333333,0.36575,0.24175,0.303583333,0.110416667,0.23025,0.688,0.287583333,0.536166667,0.9385,0.22375,0.193583333,0.377,0.408083333,0.803666667,0.6715,0.868333333,0.621083333,0.50875,0.419,0.901583333,0.916083333,0.483416667,0.600166667,0.4875
Haiti,332,0.271583333,0.020083333,-0.038666667,0.003583333,0.0385,-0.17475,0.00325,0.0575,0.0225,0.28175,-0.061666667,-0.296333333,-0.067,0.07125,-0.311833333,-0.105,-0.18775,0.248666667,0.197333333,0.0165,0.520833333,0.245833333,0.252666667,0.542083333,0.002166667,0.00875,0.153416667,0.442416667,0.375416667,0.146666667,0.432916667,0.344,0.161833333,0.109583333,0.59525,0.59425,0.146083333,1.035833333,0.885416667,0.340166667,0.088583333,0.50375,0.739666667,0.824333333,0.667666667,0.670583333,0.71225,0.77825,0.417166667,0.635166667,0.492333333,0.433583333,0.535083333,0.521555556
Heard Island And Mcdonald Islands,334,0.32875,0.121083333,-0.363833333,-0.469416667,-0.594166667,-0.381833333,-0.0575,-0.387916667,0.351166667,-0.204,0.040833333,0.183666667,-0.1165,0.231,0.17275,0.243916667,-0.108583333,0.038666667,0.25675,0.030416667,0.3535,0.202083333,0.0155,-0.0385,-0.001833333,-0.104,0.150333333,0.302916667,0.089,0.486666667,0.325416667,0.801416667,0.136583333,0.163333333,0.192166667,0.39475,0.336166667,0.547583333,0.576083333,0.225583333,0.455,0.4185,0.420916667,0.820833333,0.587916667,0.482166667,0.378416667,0.174916667,0.65025,0.171583333,0.680583333,0.317583333,0.627083333,0.76375
Honduras,340,-0.048,0.022083333,-0.242,-0.155083333,0.03275,0.09075,-0.159916667,-0.187333333,-0.3645,0.236916667,-0.161583333,-0.198,0.248666667,0.16175,-0.304,-0.079333333,-0.27575,0.2445,0.176666667,0.234666667,0.21875,-0.053666667,0.227083333,0.674666667,-0.0685,0.072166667,-0.0005,0.364,0.321166667,-0.033666667,0.2595,0.3875,0.511583333,0.342,0.725833333,0.882166667,0.229333333,0.889666667,1.14925,0.268833333,0.203666667,0.20475,0.482583333,0.59875,0.513916667,0.676416667,0.639916667,0.433416667,0.157833333,0.568583333,0.295666667,0.52425,0.310583333,0.782333333
Hong Kong,344,0.243416667,0.063833333,-0.180833333,0.175,-0.059,0.06375,0.590083333,-0.307,-0.139916667,-0.350583333,-0.247083333,-0.305416667,-0.087833333,0.401,-0.18875,-0.00275,-0.438083333,0.356416667,-0.023083333,0.113416667,0.1815,0.20275,0.010166667,-0.102916667,-0.516083333,-0.254833333,-0.048,0.624583333,-0.117083333,0.11625,0.300583333,0.37475,-0.32775,-0.13175,0.27875,-0.411083333,-0.093166667,0.04175,0.777833333,0.4385,0.2415,0.407916667,0.638583333,0.457,0.287416667,0.096916667,0.576,0.611666667,-0.058416667,0.391166667,0.183833333,-0.191833333,0.257,0.730375
Hungary,348,0.360916667,0.745166667,-0.55275,-0.51175,-0.5695,-0.790666667,0.67075,0.442416667,0.340583333,-0.331166667,-0.233083333,0.111833333,0.30975,-0.126333333,0.508916667,0.642416667,-0.305916667,0.418166667,-0.7035,0.39125,-0.983083333,0.178666667,0.306583333,0.7355,-0.042833333,-0.787666667,-0.103333333,-0.34225,0.344,0.75375,1.040333333,-0.199833333,1.116333333,0.240916667,1.665416667,0.42275,-0.523,-0.008083333,0.481833333,0.775,1.820333333,0.64375,1.552083333,0.717916667,0.4315,0.062583333,0.749083333,1.82725,1.651083333,1.501083333,0.467833333,0.997,1.413666667,2.4215
Iceland,352,0.941333333,0.373833333,-0.112833333,-0.057083333,0.819666667,-0.191833333,-0.538666667,-0.61575,-0.736,-0.983166667,-0.54675,-0.275583333,0.967833333,-0.529333333,0.740083333,-0.261333333,0.489166667,-0.038416667,0.104583333,-1.355916667,0.20325,-0.9885,-0.28575,-0.81225,0.42925,-0.219916667,-0.085,0.917,-0.403583333,-0.249166667,0.14475,0.910083333,0.139083333,0.07325,-0.045666667,-0.56175,0.6895,0.593666667,-0.02225,0.21225,0.47325,0.734916667,1.035833333,1.710833333,1.318416667,0.570333333,1.0525,0.931416667,0.682916667,0.834,1.046416667,0.685416667,0.833416667,1.29025
India,356,-0.422833333,-0.89475,-0.82525,-0.61425,-0.6395,-0.619083333,-0.271416667,-0.717916667,-0.84525,-0.208833333,-0.635916667,-1.076,-0.437833333,-0.323416667,-0.53425,-0.847833333,-0.510416667,-0.421083333,-0.702666667,-0.156416667,-0.116916667,-0.481583333,-0.49175,-0.772,-0.524916667,-0.223666667,-0.4155,0.079083333,0.01775,-0.547666667,-0.531833333,-0.39825,-0.487083333,-0.301333333,-0.413583333,-0.28025,-0.273083333,-0.662666667,0.045416667,-0.050166667,-0.212,-0.128083333,0.203,-0.060083333,-0.075416667,-0.214583333,0.022083333,-0.060083333,-0.304,0.436666667,0.340833333,-0.294416667,-0.069166667,0.70325
Indonesia,360,0.099166667,-0.158333333,-0.140583333,-0.091416667,-0.0945,-0.22825,0.013916667,-0.094916667,0.021083333,0.183083333,0.130166667,-0.137083333,0.131916667,0.291833333,-0.032916667,-0.0315,-0.149166667,-0.0275,0.055083333,0.13,0.10025,0.100916667,0.01175,0.308333333,-0.15675,0.064083333,0.127166667,0.438333333,0.320666667,0.124,0.307833333,0.145166667,0.240166667,0.208833333,0.15425,0.299666667,0.285,0.441916667,0.82475,0.2035,0.26025,0.39975,0.599,0.5155,0.504833333,0.52375,0.45175,0.363083333,0.13525,0.525,0.607,0.27225,0.392083333,0.537
Iran,364,0.18375,0.029333333,0.088,0.548916667,-0.803666667,0.042583333,0.693166667,-0.429916667,-0.16175,-0.187083333,0.742,0.191416667,-1.286166667,0.076583333,-0.72075,-0.268166667,-0.357083333,0.572916667,0.44125,0.498666667,0.618833333,0.70825,-0.38325,0.249916667,-0.082083333,0.401333333,-0.009333333,0.68625,0.802166667,0.283083333,0.716416667,0.31925,-0.76025,0.031083333,0.676,0.697916667,0.496416667,0.59325,1.459916667,1.447916667,1.182083333,1.763833333,1.432416667,1.205166667,1.439916667,1.096666667,1.501916667,1.030416667,1.194916667,1.3995,2.380166667,1.205416667,1.249666667,2.831
Iraq,368,0.6375,-0.150666667,1.06225,0.241,-0.71675,0.091583333,0.988166667,-1.012416667,-0.074416667,0.30125,0.512666667,-0.270083333,-0.912833333,-0.049916667,-0.43625,-0.276583333,-0.51975,0.128416667,0.31675,1.195666667,0.287583333,0.329,-0.904833333,-0.555166667,-0.248,0.113,0.234333333,0.517666667,-0.031416667,0.248416667,0.4515,0.190333333,-1.404166667,-0.186916667,0.552416667,0.341,0.92375,-0.168833333,1.365416667,1.403333333,0.898833333,1.427083333,0.805583333,0.869416667,0.688916667,0.606083333,0.814333333,0.925,1.028166667,0.908083333,2.560333333,0.50325,1.338916667,2.1505
Ireland,372,0.093416667,0.231083333,-0.515583333,-0.79175,0.171,-0.511083333,0.051333333,-0.088583333,0.008833333,-0.24725,0.023583333,0.506583333,-0.340416667,0.236666667,-0.101333333,0.483666667,0.281583333,0.03225,0.068583333,-0.6875,-0.034666667,0.010916667,0.26675,0.4995,0.204583333,-0.469333333,-0.846666667,-0.141333333,0.285333333,0.71575,0.732666667,0.245166667,0.209,0.061583333,0.304833333,0.938916667,0.011166667,1.1035,0.8795,0.878166667,0.55075,0.443083333,0.840666667,0.942416667,0.859083333,0.99575,1.074166667,1.262666667,0.57875,0.57725,-0.321833333,0.765416667,0.455833333,0.39475
Isle Of Man,833,0.274,0.33125,-0.736666667,-0.915666667,0.051833333,-0.503666667,-0.033416667,0.114916667,-0.059416667,-0.253166667,0.1185,0.519916667,-0.161666667,0.18375,0.05525,0.483916667,0.406916667,0.0435,-0.080083333,-0.720333333,0.015666667,-0.218083333,0.327583333,0.451583333,0.36175,-0.540916667,-0.729833333,-0.38325,0.384916667,0.9015,1.009333333,0.217,0.395583333,-0.081583333,0.366916667,0.926583333,-0.177333333,1.02775,0.858666667,1.01225,0.747583333,0.461333333,1.014166667,1.064666667,1.086083333,1.066333333,1.313666667,1.299083333,0.726666667,0.784833333,-0.40675,1.198666667,0.399916667,-0.279625
Israel,376,0.733166667,-0.373166667,0.801083333,0.614666667,-0.664916667,-0.054666667,0.519083333,-0.909083333,-0.006583333,0.345583333,0.078666667,-0.340666667,-0.460333333,-0.2065,-0.296666667,-0.323666667,-0.381416667,-0.054333333,0.20225,0.66775,0.05075,0.029416667,-0.67175,-0.789416667,-0.259583333,0.226166667,0.008166667,-0.038166667,0.07025,-0.088,0.139833333,0.031916667,-0.961333333,-0.014583333,0.510333333,0.053333333,0.538083333,-0.166833333,0.976416667,0.902166667,0.240416667,0.93975,0.738333333,0.624,0.5005,0.44775,0.419166667,0.711583333,0.940083333,0.841416667,2.321166667,0.34125,1.016083333,1.232375
Italy,380,0.222833333,0.720583333,-0.192,-0.245416667,0.141333333,-0.394416667,0.190583333,0.28725,-0.00475,-0.220416667,-0.009416667,-0.061083333,-0.133166667,-0.0515,-0.042416667,0.087166667,-0.346833333,0.18875,-0.476333333,0.048166667,-0.610416667,-0.07325,0.589916667,0.338333333,-0.363666667,0.208333333,0.282833333,0.3265,0.657666667,0.479166667,0.866916667,0.0035,0.73175,0.559666667,1.434833333,0.384083333,0.157,0.988833333,0.812333333,0.913,1.2755,1.10425,1.084,1.446916667,0.709833333,0.178583333,0.937333333,1.223333333,1.03125,1.202916667,0.474916667,1.323166667,1.229,1.315
Jamaica,388,0.163916667,0.184333333,-0.182583333,-0.182166667,0.105916667,-0.033333333,-0.1175,-0.113583333,-0.1055,0.242583333,-0.149333333,-0.200916667,0.106333333,0.21025,-0.26625,-0.03525,-0.002916667,0.258,0.093916667,0.040333333,0.362833333,0.079583333,0.360333333,0.546416667,0.055333333,-0.062166667,0.020916667,0.562833333,0.436,0.138416667,0.44025,0.387833333,0.420416667,0.223,0.611,0.593916667,0.174833333,0.899166667,0.935583333,0.235666667,0.169416667,0.403083333,0.70075,0.765833333,0.603833333,0.535,0.734166667,0.713916667,0.3215,0.560166667,0.22125,0.340583333,0.585083333,0.825333333
Japan,392,0.349833333,0.7955,0.216166667,0.04325,0.09975,-0.562083333,-0.115583333,0.016333333,-0.059583333,-0.401,-0.321,-0.266583333,0.342166667,0.16475,-0.4595,0.087,-0.5025,-0.05175,0.255333333,0.592583333,-0.454916667,-0.620583333,0.086333333,-0.128083333,-0.590083333,0.031333333,-0.558583333,0.293833333,-0.282333333,0.66175,1.340583333,0.533166667,0.23425,-0.194833333,0.97975,0.225416667,-0.167166667,0.502416667,0.99475,0.830083333,0.583833333,0.2,0.587333333,0.257,1.185666667,0.305916667,0.507083333,0.942166667,0.624916667,0.683833333,0.965583333,0.48775,0.315666667,0.71475
Jersey,832,0.283833333,0.67575,-0.6695,-1.2265,-0.113083333,-0.46225,0.446666667,0.115916667,-0.039833333,0.1475,0.021083333,0.18825,-0.31125,0.085833333,0.099,0.385166667,0.5345,0.044166667,-0.095,-0.44225,-0.204833333,0.15125,0.631416667,0.538666667,0.338916667,-0.331583333,-0.633166667,-0.342,0.57225,1.329416667,1.3065,-0.139416667,0.418916667,0.157666667,1.050666667,1.157083333,-0.013083333,1.068666667,0.816166667,1.31525,0.889,0.846416667,1.215083333,1.2055,0.920333333,1.020083333,1.15725,1.197666667,0.731583333,0.702583333,-0.069166667,1.46575,0.614333333,-0.226375
Jordan,400,0.760583333,-0.374916667,0.9925,0.634666667,-0.687666667,0.042,0.61075,-1.0655,-0.018833333,0.426416667,0.134333333,-0.378333333,-0.594,-0.21225,-0.3315,-0.438416667,-0.480166667,0.00125,0.286833333,0.79825,0.135,0.059916667,-0.859083333,-0.792,-0.352583333,0.206,0.03175,0.186583333,0.101,0.043666667,0.211583333,0.08175,-1.105083333,-0.030083333,0.555583333,0.137916667,0.712,-0.225416667,1.063583333,0.911166667,0.33525,1.020833333,0.612833333,0.621416667,0.54525,0.427416667,0.463333333,0.72975,0.86275,0.7885,2.518,0.4045,1.11025,1.609125
Kazakhstan,398,-1.151166667,0.887583333,1.059583333,1.207416667,-0.495416667,0.766166667,0.31025,0.453583333,-0.078,-1.74625,0.077,0.855166667,-1.113333333,0.616083333,-0.21375,1.057583333,-1.022833333,0.607666667,0.570166667,0.649583333,0.23675,1.24525,0.787583333,2.190083333,-0.617666667,0.02775,0.21725,0.056083333,0.907666667,1.047,1.08575,1.001,0.339666667,-0.76775,0.0665,1.865333333,-0.369166667,1.595333333,0.778916667,1.5055,1.291416667,1.343083333,1.831583333,0.661416667,1.923,1.528833333,1.399833333,1.685166667,1.558916667,0.912083333,1.24,0.22625,0.605416667,3.46725
Kenya,404,-0.05425,0.069583333,-0.147916667,-0.204916667,-0.385166667,-0.17275,0.0665,-0.013583333,-0.570333333,0.128666667,0.08025,-0.2935,0.247166667,0.333416667,-0.121333333,-0.000583333,0.163333333,0.180416667,-0.074166667,0.091166667,0.572416667,0.170916667,0.209416667,0.626,0.142083333,0.019583333,0.269583333,0.86575,0.51025,-0.128333333,-0.017583333,0.221583333,0.258916667,0.131583333,0.374916667,0.325333333,0.303,0.41475,0.441,0.420583333,0.566666667,0.308333333,0.51175,0.708333333,0.717083333,0.983666667,0.670083333,0.63875,0.49975,1.078083333,0.81125,0.81575,0.775416667,0.78525
Kiribati,296,-0.06525,-0.014333333,-0.141916667,0.258833333,-0.372333333,-0.114083333,0.25575,0.10925,0.056333333,0.421333333,-0.049666667,-0.618333333,0.05375,-0.177833333,-0.191833333,-0.40575,-0.24775,0.541333333,0.171666667,0.261,0.457,0.135833333,0.489916667,0.4045,0.02675,0.007666667,0.37175,0.796333333,0.131083333,-0.115583333,0.275666667,0.563083333,0.487333333,0.338583333,0.447083333,0.665916667,0.5535,0.696333333,0.666,0.135416667,0.27925,0.59225,0.857916667,0.967083333,0.883666667,1.014083333,0.956,0.495416667,0.161,0.866166667,0.731666667,0.360666667,0.5385,0.751375
Kuwait,414,0.40675,-0.3095,0.864083333,0.169833333,-0.742,0.250916667,0.860583333,-0.843666667,0.039833333,0.392416667,0.36725,-0.2245,-0.9215,0.116416667,-0.29275,-0.281083333,-0.325333333,0.282,0.182916667,0.88125,0.380833333,0.40275,-0.567,-0.494166667,-0.166666667,0.068083333,0.1525,0.730083333,0.306333333,0.010166667,0.468583333,0.058583333,-0.989666667,0.071833333,0.552333333,0.20175,1.037916667,0.025833333,1.38075,1.546833333,1.086083333,1.36475,1.09675,1.206583333,0.865416667,0.697916667,1.024666667,1.040916667,0.976583333,1.163166667,2.348666667,0.7975,1.385583333,1.983375
Kyrgyzstan,417,-0.42875,0.493916667,0.156416667,0.995416667,-0.737416667,0.656,0.3045,-0.260083333,0.065583333,-1.065583333,0.334583333,0.73675,-1.067416667,0.642833333,-0.5505,0.034166667,-0.431416667,0.5,0.430333333,0.367916667,1.067833333,0.7005,0.310583333,1.0015,-0.5,0.389833333,0.365833333,0.564583333,0.893,-0.092416667,1.052416667,0.343333333,0.28075,-0.323833333,0.31275,0.610166667,-0.025416667,1.433916667,0.953166667,1.160333333,1.29075,1.341,1.269,0.602333333,1.58925,1.078083333,1.477333333,1.61325,1.137583333,0.909166667,1.15575,0.761583333,0.136916667,2.823125
Laos,418,0.213416667,0.131333333,-0.2915,-0.23675,-0.077333333,0.128416667,0.635833333,-0.368,-0.05275,0.2255,0.088583333,-0.699,0.010416667,0.17425,-0.335083333,-0.0875,-0.37675,-0.093583333,-0.0435,0.357,0.382583333,0.124333333,-0.03025,-0.041583333,-0.16425,-0.0805,-0.155333333,0.45125,0.093,-0.08125,0.157333333,0.359583333,-0.188166667,-0.129666667,0.160916667,0.045833333,-0.1985,0.217916667,0.968833333,0.037083333,-0.064833333,0.255083333,0.320416667,0.431916667,-0.03625,0.41775,0.5055,0.31075,-0.268416667,0.4655,1.034166667,-0.289333333,1.007666667,1.48525
Latvia,428,0.062583333,1.471833333,-0.32025,-0.814416667,0.08325,-0.701083333,-0.41225,0.637583333,-0.249166667,-1.248083333,-0.592583333,0.633333333,0.90525,0.58775,1.135,2.026666667,-1.07975,-0.006333333,-0.791583333,-0.24,-0.667083333,0.370583333,0.58125,1.358833333,0.665166667,-1.2615,-0.026333333,-1.556,0.719916667,2.169583333,1.895666667,1.259916667,1.490083333,0.209916667,0.5085,1.136333333,-0.463,0.802083333,0.56775,1.678916667,2.067083333,1.10925,1.487583333,0.84725,0.904083333,0.9445,1.540583333,1.848916667,2.251083333,1.129333333,0.281083333,1.81525,0.613333333,1.892375
Lebanon,422,0.857333333,-0.21675,0.88275,0.531916667,-0.645833333,-0.079333333,0.665166667,-0.959666667,0.098583333,0.293,0.282583333,-0.26625,-0.636166667,-0.18475,-0.200583333,-0.289583333,-0.501,-0.043,0.273833333,0.628916667,-0.095416667,0.16775,-0.65525,-0.663916667,-0.206666667,0.275333333,0.131916667,-0.068,-0.00975,0.126583333,0.204583333,0.134833333,-1.05875,-0.05375,0.68425,0.124833333,0.520166667,-0.248416667,1.021666667,1.0015,0.397333333,1.08275,0.697083333,0.574,0.49425,0.41275,0.334333333,0.775166667,0.977166667,0.87225,2.288833333,0.281666667,1.009083333,1.19825
Lesotho,426,0.0495,0.24325,0.424416667,-0.020083333,-0.084666667,0.101416667,0.4335,-0.094416667,-0.309416667,0.4905,0.436666667,-0.0505,0.062416667,-0.0015,-0.187166667,-0.28975,-0.422,0.428583333,0.027083333,0.396416667,0.259083333,-0.349,0.477,0.992166667,0.470833333,0.78675,0.599083333,0.677333333,0.131916667,-0.017166667,0.29725,0.503,1.040083333,0.78275,0.05275,0.396,-0.194333333,0.10325,0.692333333,1.132166667,0.203916667,0.483416667,0.537333333,0.834833333,0.712916667,0.7265,0.0535,0.675333333,0.57775,0.407166667,1.056833333,0.176916667,0.5365,-0.076375
Liberia,430,0.0965,0.009166667,-0.081,0.209,-0.106083333,-0.2215,0.064166667,-0.2235,0.004916667,0.205833333,0.260833333,-0.242666667,0.055583333,0.440333333,-0.028333333,-0.187583333,-0.359083333,0.20425,0.10525,0.378083333,0.275,0.250083333,0.022333333,0.391166667,0.262583333,0.095333333,-0.039666667,0.807833333,0.434,0.319083333,0.361583333,0.324916667,0.135916667,0.312583333,0.200916667,0.42875,0.47625,0.470666667,0.94,0.369666667,0.33975,0.6335,0.716083333,0.866916667,0.7635,0.770916667,0.663166667,0.769833333,0.777416667,0.974,1.01275,0.720666667,0.475583333,0.794
Libya,434,0.684666667,-0.632083333,0.178583333,0.577416667,-0.198833333,-0.334583333,0.063083333,-0.399,0.015166667,0.68475,-0.196083333,-0.241583333,0.200916667,-0.304416667,-0.314583333,-0.2965,-0.135,0.066916667,-0.038666667,0.33475,-0.080333333,0.159583333,-0.04025,-0.247833333,0.05225,0.234166667,0.092333333,0.354916667,0.664583333,0.205583333,0.651,0.168166667,-0.052166667,0.55275,0.366083333,0.4995,0.67325,0.5965,0.826333333,1.243583333,0.385083333,0.963166667,0.959416667,0.919,0.828416667,0.806666667,0.865083333,0.875833333,1.024333333,0.929833333,2.065916667,0.538333333,0.820666667,1.864
Liechtenstein,438,0.207916667,1.093583333,-0.81875,-0.765833333,0.161083333,-0.683083333,0.340916667,0.417,-0.08025,-0.338416667,-0.350333333,0.097666667,-0.065916667,-0.19325,0.4695,0.436666667,0.18675,0.557416667,-0.438916667,0.106583333,-0.570083333,0.058166667,0.75175,0.8445,-0.326166667,-0.243416667,0.094,-0.067916667,0.882833333,1.122583333,1.15725,0.173,1.150666667,0.573833333,1.877583333,0.574583333,-0.27325,1.03325,0.903833333,0.786083333,1.56875,0.828416667,1.503666667,1.364666667,0.670416667,0.253,1.181166667,1.51925,1.18225,1.1335,0.087833333,1.803083333,1.116083333,1.242375
Lithuania,440,0.171416667,1.241666667,-0.493833333,-0.733833333,-0.121083333,-0.828833333,0.026083333,0.874833333,-0.1125,-1.315416667,-0.62025,0.682916667,0.747916667,0.553083333,0.975333333,1.992333333,-1.014416667,0.127916667,-0.65675,-0.38925,-0.891666667,0.376916667,0.680666667,1.470416667,0.599833333,-1.165666667,-0.068166667,-1.49925,0.620916667,2.0975,1.958416667,1.071583333,1.44825,0.22175,0.789416667,0.987333333,-0.614416667,0.70675,0.633166667,1.65825,2.087666667,1.100416667,1.686083333,0.810333333,0.815333333,0.901,1.402,1.834,2.155333333,1.076083333,0.305833333,1.615,0.703583333,1.784
Luxembourg,442,0.342583333,0.887083333,-1.056833333,-1.268,0.072583333,-0.589,0.380833333,0.445333333,-0.208083333,-0.128166667,-0.181583333,0.19875,-0.320333333,0.081416667,0.499083333,0.487166667,0.800333333,0.410583333,-0.474,-0.437333333,-0.4125,0.019166667,0.809583333,0.700166667,-0.053083333,-0.758,-0.264,-0.528083333,0.8965,1.304333333,1.300916667,0.163083333,0.933833333,0.36275,1.532166667,1.052666667,-0.637416667,0.877,0.705416667,1.252333333,1.50275,0.916583333,1.424,1.410583333,0.693083333,1.018083333,1.440333333,1.471666667,0.838666667,1.038083333,-0.155333333,1.742,0.81925,0.61025
Macau,446,0.2385,0.0855,-0.17025,0.179833333,-0.121833333,0.061,0.601666667,-0.37575,-0.114333333,-0.370416667,-0.258583333,-0.298666667,-0.109583333,0.432666667,-0.213833333,-0.042666667,-0.46775,0.375666667,-0.02075,0.126916667,0.219083333,0.256916667,0.009416667,-0.161416667,-0.570083333,-0.294916667,-0.011916667,0.668,-0.116,0.10875,0.326666667,0.420333333,-0.353666667,-0.145416667,0.250083333,-0.450583333,-0.143583333,0.047666667,0.738333333,0.417833333,0.217166667,0.37875,0.57975,0.45375,0.2735,0.085666667,0.582083333,0.616333333,-0.130833333,0.353083333,0.175083333,-0.22925,0.258833333,0.753
Macedonia,807,0.51525,0.483083333,0.256666667,0.17375,-0.330166667,-0.423833333,0.623833333,-0.191333333,0.206416667,-0.028,0.127166667,-0.2765,-0.10975,-0.502666667,-0.192583333,-0.180833333,-0.814083333,0.570333333,-0.467166667,0.250333333,-0.568416667,-0.22525,0.00025,-0.29375,-0.115916667,0.020666667,0.107583333,0.194083333,0.181583333,0.03025,0.73775,-0.575583333,0.283333333,0.355166667,1.476583333,0.01125,-0.053083333,-0.099833333,0.437583333,0.846833333,1.022,0.9105,0.721083333,0.647666667,0.498583333,-0.01,0.192583333,1.34575,1.364083333,1.083833333,1.181,0.463833333,0.977916667,2.700125
Madagascar,450,-0.150666667,0.593666667,-0.01475,-0.294666667,-0.351666667,-0.496583333,0.078916667,0.312916667,-0.3545,0.560416667,0.286,-0.25675,-0.00525,0.079916667,-0.271333333,-0.26225,0.022416667,0.345666667,0.3315,0.150083333,0.178666667,0.093916667,0.161083333,0.422333333,-0.165416667,0.039833333,-0.053916667,0.527083333,0.414916667,0.093083333,0.284166667,0.487,0.501333333,0.615833333,0.604583333,0.63975,0.422916667,0.612916667,0.913416667,0.57925,0.480333333,0.746916667,0.7775,0.65525,0.613,0.781833333,0.821166667,0.80975,0.49225,0.778666667,1.006166667,0.936833333,0.485333333,0.1195
Malawi,454,-0.038,0.157583333,-0.037416667,-0.34775,-0.214333333,-0.477083333,0.231583333,0.084333333,-0.219666667,0.317666667,0.17125,-0.19875,0.020333333,0.06775,-0.399583333,-0.162083333,-0.119166667,0.377583333,0.133333333,0.111916667,0.174666667,-0.16825,0.0785,0.999583333,0.161833333,-0.15225,0.054666667,0.868333333,0.513416667,0.076833333,0.82025,0.4295,0.930333333,0.480166667,0.520166667,0.841666667,0.503333333,0.57475,0.917916667,0.22925,0.254416667,0.53875,0.764,0.7735,0.405916667,1.351166667,0.642166667,0.638333333,0.3625,0.554833333,1.140666667,0.85325,0.427416667,-0.190625
Malaysia,458,0.162416667,-0.055083333,-0.150416667,-0.077916667,-0.06375,-0.181416667,0.074833333,-0.168166667,-0.01525,0.217583333,0.093416667,-0.2515,0.220583333,0.253833333,-0.11675,-0.110583333,-0.245916667,-0.007916667,0.092833333,0.1565,0.110416667,0.10625,0.080083333,0.434,-0.1965,0.0245,0.086833333,0.415333333,0.2575,0.006083333,0.318916667,0.232083333,0.186583333,0.115,0.177166667,0.2345,0.138916667,0.456416667,0.955,0.148916667,0.271416667,0.400083333,0.6455,0.47675,0.476,0.549583333,0.477666667,0.396333333,0.154083333,0.542,0.706666667,0.340583333,0.52275,0.8735
Mali,466,-0.04625,-0.19075,-0.11575,0.169083333,-0.078333333,-0.330916667,0.234333333,-0.317166667,0.019916667,0.635916667,0.373333333,-0.013583333,0.037666667,0.281916667,-0.43475,-0.349666667,-0.651,0.29975,0.354166667,0.442416667,0.621416667,0.392083333,-0.080333333,0.756666667,0.337666667,0.273583333,-0.001,1.117833333,0.260666667,0.253166667,0.801083333,0.335833333,0.046166667,0.4465,-0.14375,0.384,0.732583333,0.613916667,0.973083333,0.272583333,0.630333333,0.790833333,0.9065,0.909,0.906,1.00625,0.517916667,0.682166667,0.429916667,0.920916667,1.607083333,0.916666667,0.081833333,1.422
Malta,470,0.5435,0.379583333,0.161833333,0.074083333,-0.036583333,-0.174833333,0.071083333,0.074916667,0.149416667,-0.227416667,0.054,-0.329666667,-0.212,-0.002916667,-0.217833333,-0.085916667,-0.59225,0.3985,-0.3425,0.135416667,-0.569083333,-0.122916667,0.540916667,0.046583333,-0.201416667,0.427833333,0.240833333,0.579916667,0.81725,0.429416667,1.02175,0.050083333,0.292083333,0.51125,1.297666667,0.53275,0.422416667,0.856666667,0.771083333,1.302,1.069166667,1.369666667,1.011833333,1.216583333,0.631166667,0.335083333,1.061333333,1.209916667,1.278166667,1.03925,1.124416667,0.7735,1.289166667,0.897375
Martinique,474,0.253083333,-8.33333E-05,0.123416667,0.253916667,0.044166667,-0.13475,0.008583333,-0.255,-0.2165,0.305166667,0.073083333,-0.260666667,-0.023,0.140166667,-0.2625,-0.312916667,-0.39875,0.076083333,0.16575,0.092666667,0.403333333,0.336333333,0.086,0.34675,-0.099166667,-0.07525,0.008083333,0.59775,0.3115,0.028666667,0.279833333,0.194583333,0.269,0.297916667,0.2745,0.624333333,0.2825,0.607166667,0.918,0.46325,0.2215,0.552166667,0.585666667,0.73,0.479666667,0.96925,0.798583333,0.744416667,0.314666667,0.6005,1.136833333,0.637833333,0.762333333,0.572125
Mauritania,478,0.0365,0.299916667,0.166416667,0.116333333,0.222166667,-0.341333333,0.3455,-0.36475,-0.06,0.49325,0.728166667,-0.386583333,-0.443083333,0.12175,-0.573333333,-0.34075,-0.94275,0.476583333,0.360666667,0.726333333,0.59,0.694333333,-0.057333333,1.199416667,0.131833333,0.240916667,-0.139916667,1.456,0.314,0.576,0.896416667,0.393833333,0.315,0.218416667,0.270916667,0.62,0.8985,0.96,1.329916667,0.232916667,0.715583333,1.238416667,1.01025,0.918833333,0.98825,1.11225,0.8105,0.811916667,0.755,0.791333333,1.732916667,0.992916667,0.386833333,1.47
