Disaster Name,Severity
tropical cyclone,224.98174040990784
drought,121.47583408821961
heat wave,23.636787805317198
severe winter conditions,8.987196820661973
cold wave,20.176035531286622
storms,102.62602544922667
flood,137.11237132534797
