Disaster Name,Severity
tropical cyclone,389.4443584430379
heat wave,49.34794430941712
drought,117.29741303991538
severe winter conditions,29.196143598433913
cold wave,11.655882298241906
storms,194.01887473824428
flood,66.52443179353494
