Disaster Name,Severity
tropical cyclone,293.91274762837196
drought,218.22612388491967
heat wave,27.21711914779623
severe winter conditions,35.842575009816635
cold wave,29.654445486420883
flood,155.76428534967906
storms,186.1962056578123
