Disaster Name,Severity
tropical cyclone,168.95262158823095
heat wave,48.16255630172189
drought,91.46954634330746
severe winter conditions,50.944469102417074
cold wave,3.401197381662155
storms,81.82770874274587
flood,80.53746893522853
